Channel|Center|Kode|Item|Category |Group|Size|Satuan|Type|Month|Forecast Branch|Forecast Machine (Branch)|Forecast Headquarter (Branch+HO)|"Forecast Machine Headquarter (Branch+HO)
"|Avg Gross Weight (kg/unit)|Avg Volume (m³/unit)
AB|DC SUKABUMI|027|Minyak|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|3|3|11|50|5.00|2,200.000
AB|DC SUKABUMI|028|Sabun Colek|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|62|62|70|1,492|5.00|1,900.000
AB|DC SUKABUMI|029|Sabun Mandi|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|52|52|60|1,408|0.50|800.000
AB|DC SUKABUMI|030|Sampo|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|60|60|68|1,456|0.40|800.000
AB|DC SUKABUMI|031|Wijen|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|93|93|101|1,384|0.50|1,000.000
AB|DC SUKABUMI|032|Rimpang|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|0|0|8|0|5.00|1,000.000
AB|DC SUKABUMI|033|Dodol|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|86|86|94|1,464|0.80|2,600.000
AB|DC SUKABUMI|034|Uli|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|0|0|8|0|0.80|2,600.000
AB|DC SUKABUMI|035|Singkong|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|0|0|8|0|2.00|2,100.000
AB|DC SUKABUMI|037|Ubi|IMPORT|WATER|72X50 GR|CAR|Blue|APR 2026|0|0|8|0|2.00|2,100.000
AB|DC SUKABUMI|038|Terong|IMPORT|WATER|72X50 GR|CAR|Blue|APR 2026|11|11|19|11|5.20|2,500.000
AB|DC SUKABUMI|040|Kacang|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|5|5|13|12|5.00|2,100.000
AB|DC SUKABUMI|041|Toge|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|5|5|13|16|5.00|1,000.000
AB|DC SUKABUMI|042|Tomat|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|2,563|2,563|2,571|7,392|5.20|1,000.000
AB|DC SUKABUMI|044|Bombay|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|14|14|22|12|5.50|1,000.000
AB|DC SUKABUMI|001|Cabe|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|12|12|20|20|5.00|2,000.000
AB|DC SUKABUMI|004|Terong|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|12|12|20|12|5.20|2,500.000
AB|DC SUKABUMI|008|Kentang|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|21|21|29|20|2.00|3,378.000
AB|DC SUKABUMI|009|Daging|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|13|13|21|8|2.50|6,600.000
AB|DC SUKABUMI|010|Ikan |LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|24|24|32|27|8.50|3,500.000
AB|DC SUKABUMI|011|Bawang|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|18|18|26|20|5.50|2,000.000
AB|DC SUKABUMI|012|Kopi|IMPORT|LIGHT|72X50 GR|CAR|Cucumber|APR 2026|0|0|8|0|0.50|1,500.000
AB|DC SUKABUMI|013|Susu|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|29|29|37|92|5.00|1,500.000
AB|DC SUKABUMI|014|Jahe|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|6|6|14|56|5.00|2,000.000
AB|DC SUKABUMI|015|Kunyit|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AB|DC SUKABUMI|016|Asam|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|23|23|31|28|0.50|2,000.000
AB|DC SUKABUMI|017|Gula|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|10|10|18|24|5.00|2,000.000
AB|DC SUKABUMI|018|Aren|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|54|54|62|76|5.00|2,000.000
AB|DC SUKABUMI|019|Garam|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|19|19|27|32|5.00|2,000.000
AB|DC SUKABUMI|020|Kemiri|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|56|56|64|80|0.50|1,000.000
AB|DC SUKABUMI|021|Merica|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|13|13|21|12|0.30|1,000.000
AB|DC SUKABUMI|022|Lada|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|41|41|49|104|0.30|1,000.000
AB|DC SUKABUMI|023|Mie|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|731|731|739|1,720|0.80|3,800.000
AB|DC SUKABUMI|024|Beras|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|913|913|921|744|5.00|800.000
AB|DC SUKABUMI|025|Sirup|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|11|11|19|28|5.20|1,200.000
AB|DC SUKABUMI|026|Moka|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|269|269|277|624|0.50|1,200.000
AB|DC SUKABUMI|027|Minyak|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|1,103|1,103|1,111|1,880|5.00|2,200.000
AB|DC SUKABUMI|028|Sabun Colek|LOCAL|RICE|72X50 GR|CAR|Looked|APR 2026|341|341|349|426|5.00|1,900.000
AB|DC SUKABUMI|029|Sabun Mandi|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|19|19|27|0|0.50|800.000
AB|DC SUKABUMI|030|Sampo|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|4|4|12|62|0.40|800.000
AB|DC SUKABUMI|031|Wijen|IMPORT|RICE|72X50 GR|CAR|Looked|APR 2026|0|0|8|0|0.50|1,000.000
AB|DC SUKABUMI|032|Rimpang|IMPORT|RICE|72X50 GR|CAR|Looked|APR 2026|0|0|8|0|5.00|1,000.000
AB|DC SUKABUMI|033|Dodol|IMPORT|WATER|72X50 GR|CAR|Blue|APR 2026|0|0|8|0|0.80|2,600.000
AB|DC SUKABUMI|034|Uli|IMPORT|WATER|72X50 GR|CAR|Blue|APR 2026|0|0|8|0|0.80|2,600.000
AB|DC SUKABUMI|035|Singkong|IMPORT|WATER|72X50 GR|CAR|Blue|APR 2026|0|0|8|0|2.00|2,100.000
AB|DC SUKABUMI|037|Ubi|IMPORT|WATER|72X50 GR|CAR|Blue|APR 2026|0|0|8|0|2.00|2,100.000
AB|DC SUKABUMI|038|Terong|IMPORT|WATER|72X50 GR|CAR|Blue|APR 2026|0|0|8|0|5.20|2,500.000
AB|DC SUKABUMI|040|Kacang|IMPORT|WATER|72X50 GR|CAR|Blue|APR 2026|0|0|8|0|5.00|2,100.000
AB|DC SUKABUMI|041|Toge|IMPORT|WATER|72X50 GR|CAR|Blue|APR 2026|0|0|8|0|5.00|1,000.000
AB|DC SUKABUMI|042|Tomat|IMPORT|WATER|72X50 GR|CAR|Blue|APR 2026|0|0|8|0|5.20|1,000.000
AB|DC SUKABUMI|044|Bombay|IMPORT|WATER|72X50 GR|CAR|Blue|APR 2026|0|0|8|0|5.50|1,000.000
AB|DC SUKABUMI|001|Cabe|LOCAL|LIGHT|72X50 GR|CAR|Cucumber|APR 2026|1|1|9|0|5.00|2,000.000
AB|DC SUKABUMI|004|Terong|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|0|0|8|8|5.20|2,500.000
AB|DC SUKABUMI|008|Kentang|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|0|0|8|8|2.00|3,378.000
AB|DC SUKABUMI|009|Daging|IMPORT|LIGHT|72X50 GR|CAR|Cucumber|APR 2026|0|0|8|0|2.50|6,600.000
AB|DC SUKABUMI|010|Ikan |IMPORT|LIGHT|72X50 GR|CAR|Cucumber|APR 2026|0|0|8|0|8.50|3,500.000
AB|DC SUKABUMI|011|Bawang|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|1|1|9|0|5.50|2,000.000
AB|DC SUKABUMI|012|Kopi|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|0|0|8|0|0.50|1,500.000
AB|DC SUKABUMI|013|Susu|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|0|0|8|0|5.00|1,500.000
AB|DC SUKABUMI|014|Jahe|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|3|3|11|0|5.00|2,000.000
AB|DC SUKABUMI|015|Kunyit|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AB|DC SUKABUMI|016|Asam|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|0|0|8|0|0.50|2,000.000
AB|DC SUKABUMI|017|Gula|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AB|DC SUKABUMI|018|Aren|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|1|1|9|4|5.00|2,000.000
AB|DC SUKABUMI|019|Garam|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AB|DC SUKABUMI|020|Kemiri|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|2|2|10|0|0.50|1,000.000
AB|DC SUKABUMI|021|Merica|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|15|15|23|0|0.30|1,000.000
AB|DC SUKABUMI|022|Lada|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|14|14|22|0|0.30|1,000.000
AB|DC SUKABUMI|023|Mie|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|30|30|38|0|0.80|3,800.000
AB|DC SUKABUMI|024|Beras|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|9|9|15|18|5.00|800.000
AB|DC SUKABUMI|025|Sirup|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|200|200|208|6,000|5.20|1,200.000
AB|DC SUKABUMI|026|Moka|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|0|0|8|0|0.50|1,200.000
AB|DC SUKABUMI|027|Minyak|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|0|0|8|3|5.00|2,200.000
AB|DC SUKABUMI|028|Sabun Colek|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|1|1|9|34|5.00|1,900.000
AB|DC SUKABUMI|029|Sabun Mandi|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|0|0|8|0|0.50|800.000
AB|DC SUKABUMI|030|Sampo|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|0|0|8|8|0.40|800.000
AB|DC SUKABUMI|031|Wijen|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|0|0|8|0|0.50|1,000.000
AB|DC SUKABUMI|032|Rimpang|LOCAL|RICE|72X50 GR|PC|Looked|APR 2026|0|0|8|0|5.00|1,000.000
AB|DC SUKABUMI|033|Dodol|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|0|0|8|0|0.80|2,600.000
AB|DC SUKABUMI|034|Uli|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|0|0|8|0|0.80|2,600.000
AB|DC SUKABUMI|035|Singkong|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|0|0|8|0|2.00|2,100.000
AB|DC SUKABUMI|037|Ubi|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|0|0|8|112|2.00|2,100.000
AB|DC SUKABUMI|038|Terong|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|400|400|408|12,000|5.20|2,500.000
AB|DC SUKABUMI|040|Kacang|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|0|0|8|93|5.00|2,100.000
AB|DC SUKABUMI|041|Toge|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|0|0|8|8|5.00|1,000.000
AB|DC SUKABUMI|042|Tomat|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|0|0|8|0|5.20|1,000.000
AB|DC SUKABUMI|044|Bombay|LOCAL|WATER|72X50 GR|PC|Blue|APR 2026|0|0|8|16|5.50|1,000.000
AB|DC SUKABUMI|001|Cabe|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|0|0|8|0|5.00|2,000.000
AB|DC SUKABUMI|004|Terong|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|0|0|8|0|5.20|2,500.000
AB|DC SUKABUMI|008|Kentang|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|50|50|58|446|2.00|3,378.000
AB|DC SUKABUMI|009|Daging|LOCAL|LIGHT|72X50 GR|CAR|Cucumber|APR 2026|0|0|8|0|2.50|6,600.000
AB|DC SUKABUMI|010|Ikan |LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|0|0|8|4|8.50|3,500.000
AB|DC SUKABUMI|011|Bawang|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|0|0|8|4|5.50|2,000.000
AB|DC SUKABUMI|012|Kopi|LOCAL|LIGHT|72X50 GR|PC|Cucumber|APR 2026|0|0|8|8|0.50|1,500.000
AB|DC SUKABUMI|013|Susu|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|0|0|8|0|5.00|1,500.000
AB|DC SUKABUMI|014|Jahe|LOCAL|ROUND|72X50 GR|PC|Oaka|APR 2026|0|0|8|0|5.00|2,000.000
AB|DC SUKABUMI|015|Kunyit|IMPORT|ROUND|72X50 GR|CAN|Oaka|APR 2026|0|2|10|0|5.00|2,000.000
AB|DC SUKABUMI|016|Asam|IMPORT|ROUND|72X50 GR|CAN|Oaka|APR 2026|0|3|11|0|0.50|2,000.000
AB|DC SUKABUMI|017|Gula|IMPORT|ROUND|72X50 GR|CAN|Oaka|APR 2026|3|3|11|2|5.00|2,000.000
AB|DC SUKABUMI|018|Aren|IMPORT|ROUND|72X50 GR|CAN|Oaka|APR 2026|2|2|10|2|5.00|2,000.000
AB|DC SUKABUMI|019|Garam|IMPORT|ROUND|72X50 GR|CAN|Oaka|APR 2026|3|3|11|2|5.00|2,000.000
AB|DC SUKABUMI|020|Kemiri|IMPORT|ROUND|72X50 GR|CAR|Oaka|APR 2026|1|1|9|1|0.50|1,000.000
AB|DC SUKABUMI|021|Merica|IMPORT|ROUND|72X50 GR|JAR|Oaka|APR 2026|4|4|12|4|0.30|1,000.000
AB|DC SUKABUMI|022|Lada|IMPORT|ROUND|72X50 GR|CAN|Oaka|APR 2026|0|0|8|0|0.30|1,000.000
AB|DC SUKABUMI|023|Mie|IMPORT|ROUND|72X50 GR|CAN|Oaka|APR 2026|0|0|8|0|0.80|3,800.000
AB|DC SUKABUMI|024|Beras|IMPORT|ROUND|72X50 GR|CAN|Oaka|APR 2026|1|1|9|1|5.00|800.000
AB|DC SUKABUMI|025|Sirup|IMPORT|ROUND|72X50 GR|CAN|Oaka|APR 2026|3|3|11|3|5.20|1,200.000
AB|DC SUKABUMI|026|Moka|IMPORT|RICE|72X50 GR|CAN|Looked|APR 2026|3|3|11|3|0.50|1,200.000
AB|DC SUKABUMI|027|Minyak|IMPORT|RICE|72X50 GR|CAN|Looked|APR 2026|2|2|10|2|5.00|2,200.000
AB|DC SUKABUMI|028|Sabun Colek|IMPORT|RICE|72X50 GR|CAN|Looked|APR 2026|3|3|9|1|5.00|1,900.000
AB|DC SUKABUMI|029|Sabun Mandi|IMPORT|RICE|72X50 GR|CAN|Looked|APR 2026|1|1|9|1|0.50|800.000
AB|DC SUKABUMI|030|Sampo|IMPORT|RICE|72X50 GR|CAN|Looked|APR 2026|1|1|9|1|0.40|800.000
AB|DC SUKABUMI|031|Wijen|IMPORT|RICE|72X50 GR|CAN|Looked|APR 2026|0|3|11|0|0.50|1,000.000
AB|DC SUKABUMI|032|Rimpang|IMPORT|RICE|72X50 GR|CAN|Looked|APR 2026|0|120|128|0|5.00|1,000.000
AB|DC SUKABUMI|033|Dodol|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|1|1|9|2|0.80|2,600.000
AB|DC SUKABUMI|034|Uli|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|1|1|9|1|0.80|2,600.000
AB|DC SUKABUMI|035|Singkong|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|4|4|12|4|2.00|2,100.000
AB|DC SUKABUMI|037|Ubi|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|1|1|9|1|2.00|2,100.000
AB|DC SUKABUMI|038|Terong|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|0|2|10|0|5.20|2,500.000
AB|DC SUKABUMI|040|Kacang|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|1|1|9|1|5.00|2,100.000
AB|DC SUKABUMI|041|Toge|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|0|0|8|0|5.00|1,000.000
AB|DC SUKABUMI|042|Tomat|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|0|6|14|0|5.20|1,000.000
AB|DC SUKABUMI|044|Bombay|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|1|1|9|1|5.50|1,000.000
AB|DC SUKABUMI|001|Cabe|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|4|12|0|5.00|2,000.000
AB|DC SUKABUMI|004|Terong|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|1|1|9|1|5.20|2,500.000
AB|DC SUKABUMI|008|Kentang|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|0|8|0|2.00|3,378.000
AB|DC SUKABUMI|009|Daging|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|1|11|0|2.50|6,600.000
AB|DC SUKABUMI|010|Ikan |IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|0|8|0|8.50|3,500.000
AB|DC SUKABUMI|011|Bawang|IMPORT|LIGHT|72X50 GR|CAN|Cucumber|APR 2026|56|56|64|46|5.50|2,000.000
AB|DC SUKABUMI|012|Kopi|IMPORT|LIGHT|72X50 GR|CAN|Cucumber|APR 2026|46|46|54|38|0.50|1,500.000
AB|DC SUKABUMI|013|Susu|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|24|24|32|24|5.00|1,500.000
AB|DC SUKABUMI|014|Jahe|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|7|7|15|7|5.00|2,000.000
AB|DC SUKABUMI|015|Kunyit|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|8|8|16|6|5.00|2,000.000
AB|DC SUKABUMI|016|Asam|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|23|23|31|23|0.50|2,000.000
AB|DC SUKABUMI|017|Gula|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|28|28|36|16|5.00|2,000.000
AB|DC SUKABUMI|018|Aren|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|15|15|23|15|5.00|2,000.000
AB|DC SUKABUMI|019|Garam|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|9|9|17|9|5.00|2,000.000
AB|DC SUKABUMI|020|Kemiri|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|67|67|75|67|0.50|1,000.000
AB|DC SUKABUMI|021|Merica|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|2|2|10|2|0.30|1,000.000
AB|DC SUKABUMI|022|Lada|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|11|11|14|5|0.30|1,000.000
AB|DC SUKABUMI|023|Mie|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|18|18|26|13|0.80|3,800.000
AB|DC SUKABUMI|024|Beras|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|9|9|17|9|5.00|800.000
AB|DC SUKABUMI|025|Sirup|IMPORT|ROUND|72X50 GR|BT|Oaka|APR 2026|16|16|24|16|5.20|1,200.000
AB|DC SUKABUMI|026|Moka|IMPORT|RICE|72X50 GR|BT|Looked|APR 2026|0|3|11|0|0.50|1,200.000
AB|DC SUKABUMI|027|Minyak|IMPORT|RICE|72X50 GR|BT|Looked|APR 2026|28|28|36|28|5.00|2,200.000
AB|DC SUKABUMI|028|Sabun Colek|IMPORT|RICE|72X50 GR|BT|Looked|APR 2026|0|33|32|0|5.00|1,900.000
AB|DC SUKABUMI|029|Sabun Mandi|IMPORT|RICE|72X50 GR|BT|Looked|APR 2026|18|18|26|11|0.50|800.000
AB|DC SUKABUMI|030|Sampo|IMPORT|RICE|72X50 GR|JAR|Looked|APR 2026|0|36|44|0|0.40|800.000
AB|DC SUKABUMI|031|Wijen|IMPORT|RICE|72X50 GR|CAN|Looked|APR 2026|0|471|479|0|0.50|1,000.000
AB|DC SUKABUMI|032|Rimpang|IMPORT|RICE|72X50 GR|CAN|Looked|APR 2026|0|336|344|0|5.00|1,000.000
AB|DC SUKABUMI|033|Dodol|IMPORT|WATER|72X50 GR|JAR|Blue|APR 2026|8|8|18|2|0.80|2,600.000
AB|DC SUKABUMI|034|Uli|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|3|3|11|3|0.80|2,600.000
AB|DC SUKABUMI|035|Singkong|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|2|2|10|2|2.00|2,100.000
AB|DC SUKABUMI|037|Ubi|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|2|2|10|2|2.00|2,100.000
AB|DC SUKABUMI|038|Terong|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|1|1|9|1|5.20|2,500.000
AB|DC SUKABUMI|040|Kacang|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|2|2|10|2|5.00|2,100.000
AB|DC SUKABUMI|041|Toge|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|0|3|11|0|5.00|1,000.000
AB|DC SUKABUMI|042|Tomat|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|0|44|52|0|5.20|1,000.000
AB|DC SUKABUMI|044|Bombay|IMPORT|WATER|72X50 GR|PAC|Blue|APR 2026|3|3|11|3|5.50|1,000.000
AD|DC PARUNG|001|Cabe|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|2|2|10|2|5.00|2,000.000
AD|DC PARUNG|004|Terong|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|2|2|10|2|5.20|2,500.000
AD|DC PARUNG|008|Kentang|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|0|8|0|2.00|3,378.000
AD|DC PARUNG|009|Daging|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|3|3|11|3|2.50|6,600.000
AD|DC PARUNG|010|Ikan |IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|2|2|10|2|8.50|3,500.000
AD|DC PARUNG|011|Bawang|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|0|0|8|0|5.50|2,000.000
AD|DC PARUNG|012|Kopi|IMPORT|LIGHT|72X50 GR|PAC|Cucumber|APR 2026|1|1|9|1|0.50|1,500.000
AD|DC PARUNG|013|Susu|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|1|1|9|1|5.00|1,500.000
AD|DC PARUNG|014|Jahe|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|2|2|10|2|5.00|2,000.000
AD|DC PARUNG|015|Kunyit|IMPORT|ROUND|72X50 GR|PC|Oaka|APR 2026|3|3|11|3|5.00|2,000.000
AD|DC PARUNG|016|Asam|IMPORT|ROUND|72X50 GR|PC|Oaka|APR 2026|0|18|26|0|0.50|2,000.000
AD|DC PARUNG|017|Gula|IMPORT|ROUND|72X50 GR|PC|Oaka|APR 2026|35|35|43|35|5.00|2,000.000
AD|DC PARUNG|018|Aren|IMPORT|ROUND|72X50 GR|PC|Oaka|APR 2026|33|33|41|26|5.00|2,000.000
AD|DC PARUNG|019|Garam|IMPORT|ROUND|72X50 GR|PC|Oaka|APR 2026|37|37|45|37|5.00|2,000.000
AD|DC PARUNG|020|Kemiri|IMPORT|ROUND|72X50 GR|PC|Oaka|APR 2026|40|40|48|25|0.50|1,000.000
AD|DC PARUNG|021|Merica|IMPORT|ROUND|72X50 GR|PC|Oaka|APR 2026|113|113|121|65|0.30|1,000.000
AD|DC PARUNG|022|Lada|IMPORT|ROUND|72X50 GR|PC|Oaka|APR 2026|8|8|16|8|0.30|1,000.000
AD|DC PARUNG|023|Mie|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|10|10|18|1|0.80|3,800.000
AD|DC PARUNG|024|Beras|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|12|12|20|6|5.00|800.000
AD|DC PARUNG|025|Sirup|IMPORT|ROUND|72X50 GR|PAC|Oaka|APR 2026|1|1|9|1|5.20|1,200.000
AD|DC PARUNG|026|Moka|IMPORT|RICE|72X50 GR|PAC|Looked|APR 2026|22|22|30|2|0.50|1,200.000
AD|DC PARUNG|027|Minyak|IMPORT|RICE|72X50 GR|BT|Looked|APR 2026|0|37|45|0|5.00|2,200.000
AD|DC PARUNG|028|Sabun Colek|IMPORT|RICE|72X50 GR|BT|Looked|APR 2026|3|3|11|1|5.00|1,900.000
AD|DC PARUNG|029|Sabun Mandi|IMPORT|RICE|72X50 GR|PC|Looked|APR 2026|55|55|63|55|0.50|800.000
AD|DC PARUNG|030|Sampo|IMPORT|RICE|72X50 GR|PC|Looked|APR 2026|180|180|188|180|0.40|800.000
AD|DC PARUNG|031|Wijen|IMPORT|RICE|72X50 GR|PC|Looked|APR 2026|91|91|99|91|0.50|1,000.000
AD|DC PARUNG|032|Rimpang|IMPORT|RICE|72X50 GR|PC|Looked|APR 2026|1|1|9|1|5.00|1,000.000
AD|DC PARUNG|033|Dodol|IMPORT|WATER|72X50 GR|PC|Blue|APR 2026|1|1|9|1|0.80|2,600.000
AD|DC PARUNG|034|Uli|IMPORT|WATER|72X50 GR|BT|Blue|APR 2026|230|230|238|230|0.80|2,600.000
AD|DC PARUNG|035|Singkong|IMPORT|WATER|72X50 GR|BT|Blue|APR 2026|123|123|131|123|2.00|2,100.000
AD|DC PARUNG|037|Ubi|IMPORT|WATER|72X50 GR|BT|Blue|APR 2026|86|86|94|86|2.00|2,100.000
AD|DC PARUNG|038|Terong|IMPORT|WATER|72X50 GR|BT|Blue|APR 2026|110|110|118|110|5.20|2,500.000
AD|DC PARUNG|040|Kacang|IMPORT|WATER|72X50 GR|CAN|Blue|APR 2026|1,010|1,010|1,018|1,010|5.00|2,100.000
AD|DC PARUNG|041|Toge|IMPORT|WATER|72X50 GR|BT|Blue|APR 2026|2|2|10|2|5.00|1,000.000
AD|DC PARUNG|042|Tomat|IMPORT|WATER|72X50 GR|BT|Blue|APR 2026|21|21|29|21|5.20|1,000.000
AD|DC PARUNG|044|Bombay|IMPORT|WATER|72X50 GR|BT|Blue|APR 2026|70|70|78|70|5.50|1,000.000
AD|DC PARUNG|001|Cabe|IMPORT|LIGHT|72X50 GR|BT|Cucumber|APR 2026|1|1|9|1|5.00|2,000.000
AD|DC PARUNG|004|Terong|IMPORT|LIGHT|72X50 GR|BT|Cucumber|APR 2026|6|6|14|6|5.20|2,500.000
AD|DC PARUNG|008|Kentang|IMPORT|LIGHT|72X50 GR|BT|Cucumber|APR 2026|1|1|9|1|2.00|3,378.000
AD|DC PARUNG|009|Daging|IMPORT|LIGHT|72X50 GR|BT|Cucumber|APR 2026|14|14|22|7|2.50|6,600.000
AD|DC PARUNG|010|Ikan |IMPORT|LIGHT|72X50 GR|BT|Cucumber|APR 2026|0|5|13|0|8.50|3,500.000
